Claim Amount,Coverage,Education,Employment Status,Income,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Claim Reason,Sales Channel,Fraudulent
2210,Basic,College,Unemployed,0,Married,102,35,48,Collision,Branch,0
296,Basic,College,Employed,71809,Divorced,74,14,3,Scratch or Dent,Agent,0
576,Basic,Bachelor,Employed,40238,Married,73,17,88,Collision,Branch,0
470,Basic,Bachelor,Unemployed,0,Single,70,2,33,Collision,CallCenter,0
467,Premium,High School,Employed,76157,Married,116,15,80,Hail,CallCenter,0
538,Basic,College,Employed,30514,Single,72,3,87,Collision,Web,0
751,Basic,Bachelor,Employed,44485,Married,62,5,74,Collision,Agent,0
1055,Basic,High School,Employed,50941,Single,69,17,46,Other,Agent,0
2590,Basic,College,Employed,53105,Married,110,6,65,Scratch or Dent,Agent,0
5102,Premium,Master,Employed,25167,Married,140,3,76,Hail,Agent,0
358,Extended,College,Employed,30244,Married,92,11,72,Other,CallCenter,0
1164,Basic,College,Medical Leave,25370,Married,102,10,77,Collision,Branch,0
1405,Basic,Master,Unemployed,0,Married,73,8,71,Scratch or Dent,Branch,0
238,Basic,High School,Employed,69202,Single,61,33,12,Hail,Web,1
546,Basic,Master,Employed,31530,Married,69,24,47,Collision,Branch,0
627,Extended,College,Employed,61040,Married,78,21,9,Hail,Web,0
871,Basic,Bachelor,Employed,85185,Married,107,26,91,Collision,Agent,0
502,Basic,Master,Employed,78772,Married,62,9,47,Hail,Branch,0
1252,Basic,College,Unemployed,0,Single,63,35,15,Other,Branch,0
2233,Basic,Master,Employed,99241,Single,70,22,27,Hail,Branch,0
306,Extended,Bachelor,Unemployed,0,Married,83,29,52,Scratch or Dent,Agent,0
670,Basic,College,Disabled,21114,Single,180,7,59,Collision,CallCenter,0
548,Basic,Master,Employed,56005,Married,68,31,30,Collision,Branch,0
247,Basic,College,Employed,63860,Married,62,26,81,Hail,Agent,0
5821,Extended,High School,Disabled,29295,Married,219,25,50,Collision,Agent,0
343,Extended,High School,Employed,54339,Married,86,10,52,Other,Agent,0
240,Basic,Bachelor,Unemployed,0,Married,66,6,71,Hail,CallCenter,0
596,Basic,College,Employed,98078,Married,73,5,79,Collision,Agent,0
261,Basic,College,Employed,20592,Single,71,15,81,Other,Branch,0
476,Basic,High School,Employed,72805,Married,62,13,34,Hail,Branch,0
515,Extended,High School,Employed,55645,Divorced,129,23,33,Collision,CallCenter,0
281,Basic,High School,Employed,98859,Divorced,70,3,57,Other,Web,1
425,Basic,High School,Unemployed,0,Single,61,17,1,Collision,Agent,0
725,Basic,College,Employed,23541,Married,62,12,38,Hail,Agent,0
501,Basic,Bachelor,Unemployed,0,Single,73,4,0,Collision,CallCenter,0
582,Basic,Bachelor,Employed,60087,Single,74,21,23,Collision,Agent,0
1890,Extended,College,Unemployed,0,Single,132,23,33,Collision,Agent,0
476,Extended,College,Employed,48938,Divorced,121,23,20,Collision,CallCenter,0
808,Premium,Bachelor,Employed,31506,Married,102,23,50,Collision,Web,0
742,Basic,Bachelor,Employed,67454,Married,185,3,71,Hail,Agent,0
254,Basic,Bachelor,Retired,18608,Divorced,71,13,24,Hail,Web,1
243,Basic,Doctor,Employed,28519,Married,61,9,94,Hail,Agent,0
417,Basic,Master,Employed,29462,Single,107,28,23,Hail,Branch,0
249,Basic,High School,Unemployed,0,Single,74,3,64,Hail,Branch,1
376,Extended,Bachelor,Employed,58300,Married,94,25,55,Collision,Branch,0
4239,Extended,College,Employed,82554,Married,132,6,15,Collision,Branch,0
2983,Basic,High School,Unemployed,0,Divorced,102,10,85,Hail,Agent,1
2613,Basic,College,Unemployed,0,Divorced,111,1,72,Collision,Branch,0
245,Basic,Bachelor,Medical Leave,29735,Single,69,3,92,Collision,Agent,0
286,Basic,Bachelor,Employed,50738,Divorced,71,11,48,Scratch or Dent,Agent,0
577,Basic,High School,Employed,65709,Divorced,72,33,77,Collision,Web,0
810,Extended,College,Unemployed,0,Single,123,22,25,Collision,CallCenter,0
343,Extended,High School,Unemployed,0,Married,95,16,28,Other,Agent,0
941,Extended,Bachelor,Unemployed,0,Single,85,11,27,Collision,Agent,0
560,Basic,Bachelor,Retired,19651,Married,72,3,68,Hail,Web,0
726,Basic,High School,Unemployed,0,Single,72,18,25,Other,Web,1
1344,Basic,College,Employed,69693,Married,112,34,62,Collision,Branch,0
732,Basic,High School,Unemployed,0,Single,104,10,74,Hail,Branch,1
236,Basic,College,Unemployed,0,Married,65,5,59,Hail,Web,1
267,Basic,College,Employed,45525,Married,66,1,41,Other,Agent,0
294,Basic,Bachelor,Employed,96765,Married,72,28,61,Scratch or Dent,CallCenter,0
491,Basic,College,Employed,32903,Married,64,4,41,Scratch or Dent,Web,0
550,Basic,College,Medical Leave,22520,Married,73,17,64,Collision,Branch,0
476,Premium,High School,Employed,67486,Married,118,3,26,Scratch or Dent,Branch,0
293,Basic,College,Employed,92381,Married,72,24,27,Hail,CallCenter,0
851,Basic,Master,Disabled,26057,Divorced,74,3,63,Collision,CallCenter,0
993,Extended,Doctor,Employed,75716,Single,247,2,32,Collision,Branch,0
1009,Extended,High School,Employed,63657,Single,128,1,26,Other,Agent,0
507,Extended,Doctor,Employed,57709,Married,125,10,26,Hail,Branch,0
1630,Extended,Master,Retired,19614,Married,85,21,32,Hail,Agent,0
336,Extended,High School,Employed,75216,Married,84,23,39,Other,Agent,0
791,Basic,College,Employed,24666,Married,101,32,51,Scratch or Dent,Branch,0
2833,Basic,High School,Medical Leave,20799,Single,111,20,28,Scratch or Dent,CallCenter,1
447,Basic,College,Unemployed,0,Single,64,10,34,Scratch or Dent,CallCenter,1
904,Premium,High School,Employed,34337,Married,113,20,44,Hail,Web,0
536,Extended,Bachelor,Employed,53562,Married,135,24,35,Collision,Branch,0
271,Basic,College,Medical Leave,22664,Divorced,73,0,8,Other,Agent,0
617,Premium,High School,Employed,27289,Married,158,4,78,Hail,Agent,0
248,Basic,Master,Employed,54831,Married,61,7,45,Scratch or Dent,Agent,0
306,Extended,High School,Employed,78310,Married,76,4,24,Scratch or Dent,Branch,0
522,Basic,Bachelor,Employed,39854,Divorced,66,6,4,Hail,Web,0
674,Extended,High School,Unemployed,0,Married,90,3,74,Collision,Branch,0
1574,Extended,Master,Employed,48096,Married,131,10,3,Hail,CallCenter,0
715,Extended,High School,Employed,59522,Married,89,0,8,Hail,Web,0
826,Extended,High School,Unemployed,0,Married,79,11,45,Collision,Agent,0
314,Extended,Bachelor,Employed,43285,Single,83,35,77,Hail,Web,0
269,Basic,College,Employed,33104,Married,70,10,23,Hail,Agent,0
250,Basic,College,Employed,56172,Divorced,64,0,74,Scratch or Dent,Agent,0
373,Extended,Master,Employed,83632,Married,94,7,86,Scratch or Dent,Agent,0
294,Extended,Bachelor,Unemployed,0,Divorced,81,16,69,Collision,CallCenter,0
1039,Extended,Bachelor,Employed,81439,Single,90,25,40,Hail,CallCenter,0
299,Basic,College,Employed,55911,Married,74,7,40,Collision,Web,0
1420,Basic,Bachelor,Employed,90456,Married,71,26,40,Other,Agent,0
449,Basic,Bachelor,Unemployed,0,Single,64,13,11,Collision,Agent,0
1096,Premium,High School,Employed,55687,Divorced,276,33,91,Collision,Agent,0
351,Extended,College,Medical Leave,20978,Married,98,19,96,Hail,Branch,0
494,Basic,High School,Employed,82093,Divorced,62,17,3,Hail,Branch,0
622,Premium,High School,Employed,51944,Married,156,12,96,Collision,Agent,0
616,Extended,College,Employed,78824,Divorced,77,10,12,Collision,Agent,0
2142,Basic,Bachelor,Unemployed,0,Married,65,9,31,Hail,Agent,0
593,Extended,College,Retired,23091,Married,96,28,90,Collision,Agent,0
1030,Extended,College,Employed,24723,Married,129,20,0,Collision,Branch,0
271,Basic,Bachelor,Employed,31998,Married,69,31,70,Scratch or Dent,Branch,0
336,Extended,College,Employed,80138,Married,83,3,33,Other,Branch,0
312,Extended,College,Employed,72916,Single,80,25,72,Hail,Web,0
622,Basic,High School,Unemployed,0,Single,65,5,63,Collision,Agent,0
346,Extended,High School,Unemployed,0,Single,91,16,63,Collision,CallCenter,0
1186,Premium,Bachelor,Unemployed,0,Single,170,10,74,Scratch or Dent,Web,1
716,Extended,Bachelor,Employed,44527,Married,94,20,91,Collision,CallCenter,0
316,Extended,Bachelor,Employed,46655,Single,82,27,20,Collision,Agent,0
834,Basic,Bachelor,Unemployed,0,Single,67,10,50,Scratch or Dent,Agent,1
581,Basic,High School,Employed,26975,Married,73,14,59,Other,Web,0
1002,Basic,Master,Employed,62900,Married,62,3,12,Hail,Agent,0
491,Basic,Bachelor,Disabled,14232,Married,64,13,1,Other,Agent,0
275,Basic,Bachelor,Employed,34200,Divorced,70,27,15,Scratch or Dent,Agent,0
568,Extended,Bachelor,Unemployed,0,Married,77,13,57,Scratch or Dent,Web,0
239,Basic,College,Medical Leave,22981,Single,69,30,8,Hail,CallCenter,1
813,Basic,College,Disabled,14616,Married,107,22,73,Collision,Agent,0
277,Basic,Master,Unemployed,0,Divorced,74,4,30,Hail,Branch,0
430,Premium,High School,Employed,88590,Married,107,0,57,Scratch or Dent,Branch,0
522,Basic,High School,Employed,60445,Married,65,8,53,Hail,Branch,0
1238,Basic,High School,Employed,40602,Single,105,14,84,Hail,Branch,0
768,Basic,College,Employed,66795,Married,64,14,71,Scratch or Dent,Web,0
401,Extended,Doctor,Employed,37384,Married,99,9,17,Hail,Agent,0
425,Basic,High School,Unemployed,0,Single,61,17,1,Collision,Agent,0
462,Basic,Master,Employed,28264,Divorced,61,22,12,Collision,Agent,0
2779,Extended,Bachelor,Employed,33806,Divorced,89,32,59,Hail,Web,0
735,Extended,High School,Employed,79980,Married,91,22,75,Hail,Web,0
532,Extended,High School,Employed,64706,Single,135,0,30,Collision,Agent,0
443,Basic,College,Employed,29660,Married,112,29,71,Collision,Agent,0
685,Extended,Bachelor,Employed,26313,Single,87,6,77,Collision,Agent,0
353,Extended,Bachelor,Medical Leave,19861,Married,93,27,21,Hail,Agent,0
435,Basic,College,Employed,75648,Married,108,28,10,Hail,Branch,0
2968,Premium,College,Employed,33992,Single,194,15,46,Collision,CallCenter,0
2424,Basic,Bachelor,Unemployed,0,Single,109,19,49,Collision,Branch,0
1164,Basic,College,Medical Leave,25370,Married,102,10,77,Collision,Branch,0
1356,Basic,College,Employed,98036,Married,113,18,92,Hail,Agent,0
428,Basic,College,Employed,40864,Married,109,16,70,Collision,Agent,0
914,Basic,Bachelor,Employed,21150,Married,116,8,1,Other,Branch,0
743,Basic,College,Employed,49057,Single,63,16,52,Hail,CallCenter,1
616,Extended,High School,Employed,97658,Married,76,7,82,Collision,CallCenter,0
388,Basic,Bachelor,Unemployed,0,Married,109,10,70,Collision,Agent,0
1062,Basic,Bachelor,Employed,25634,Married,67,12,53,Other,CallCenter,0
526,Basic,High School,Employed,56154,Single,67,6,26,Scratch or Dent,Web,1
488,Basic,Bachelor,Employed,90892,Married,61,1,31,Hail,Branch,0
1320,Basic,College,Unemployed,0,Single,68,19,2,Collision,Agent,0
533,Basic,Doctor,Employed,72960,Single,68,11,17,Collision,Branch,0
497,Basic,High School,Unemployed,0,Single,73,4,71,Scratch or Dent,CallCenter,1
547,Extended,Bachelor,Employed,54507,Married,138,20,11,Hail,Agent,0
371,Extended,College,Employed,81190,Married,92,9,87,Hail,Web,0
289,Basic,College,Employed,28204,Married,73,6,12,Hail,Branch,0
194,Basic,High School,Unemployed,0,Single,66,5,40,Scratch or Dent,CallCenter,1
265,Basic,Master,Employed,26441,Married,66,32,20,Collision,Agent,0
546,Basic,Bachelor,Employed,42650,Married,69,10,92,Scratch or Dent,Agent,0
266,Basic,High School,Employed,29195,Divorced,68,2,46,Hail,Agent,0
240,Basic,High School,Retired,22283,Divorced,65,16,93,Collision,Branch,0
457,Basic,College,Disabled,15383,Married,61,10,36,Other,Web,0
553,Basic,Bachelor,Disabled,16101,Divorced,74,16,10,Scratch or Dent,CallCenter,0
606,Extended,Bachelor,Retired,27681,Married,83,13,62,Hail,Agent,0
1066,Extended,Bachelor,Employed,72540,Married,88,7,3,Hail,CallCenter,0
1380,Basic,Bachelor,Employed,42780,Single,181,11,43,Collision,CallCenter,0
1806,Basic,Bachelor,Employed,57882,Single,115,1,61,Collision,Web,0
269,Basic,College,Employed,60060,Married,67,24,12,Other,Web,0
741,Extended,College,Employed,61160,Single,96,2,71,Collision,Branch,0
499,Basic,College,Employed,93416,Married,62,5,16,Hail,CallCenter,0
443,Premium,College,Employed,83220,Married,110,9,42,Scratch or Dent,Agent,0
1475,Extended,High School,Employed,31226,Married,93,31,68,Collision,Agent,0
492,Extended,High School,Employed,66982,Married,121,12,13,Hail,Agent,0
1250,Basic,Bachelor,Unemployed,0,Single,61,32,85,Scratch or Dent,Agent,1
1288,Premium,Bachelor,Unemployed,0,Married,117,8,89,Hail,Agent,0
678,Extended,Doctor,Employed,27354,Married,86,2,13,Other,Branch,0
754,Extended,Doctor,Employed,61726,Married,96,33,30,Hail,Agent,0
599,Premium,College,Employed,66839,Single,154,33,24,Hail,Branch,0
917,Extended,College,Employed,60433,Married,77,0,64,Hail,Branch,0
2153,Extended,Bachelor,Disabled,11538,Married,82,35,22,Scratch or Dent,CallCenter,0
268,Basic,High School,Employed,67837,Married,69,19,17,Hail,Agent,0
925,Basic,Bachelor,Employed,40032,Married,118,1,50,Collision,Web,0
486,Basic,Master,Employed,41126,Divorced,61,28,89,Scratch or Dent,CallCenter,0
247,Basic,College,Employed,65176,Married,62,24,32,Hail,Branch,0
276,Basic,Bachelor,Employed,34717,Married,70,7,33,Collision,Web,0
427,Extended,College,Unemployed,0,Married,122,27,2,Hail,Agent,0
314,Extended,High School,Unemployed,0,Single,89,15,83,Scratch or Dent,Agent,1
776,Premium,Master,Unemployed,0,Single,110,7,90,Collision,Branch,0
493,Basic,Bachelor,Unemployed,0,Married,67,29,40,Collision,Branch,0
666,Extended,Bachelor,Unemployed,0,Married,95,6,99,Other,Agent,0
653,Extended,High School,Employed,44379,Married,83,10,12,Hail,CallCenter,0
329,Extended,College,Unemployed,0,Single,94,3,40,Scratch or Dent,CallCenter,1
515,Extended,High School,Employed,82730,Married,127,13,31,Hail,Branch,0
560,Extended,High School,Employed,37995,Married,139,16,50,Collision,Branch,0
2077,Basic,Bachelor,Unemployed,0,Single,73,9,28,Scratch or Dent,CallCenter,1
542,Basic,Doctor,Employed,85018,Married,68,22,54,Collision,CallCenter,0
555,Extended,Bachelor,Unemployed,0,Single,89,1,84,Collision,Agent,0
550,Basic,Bachelor,Unemployed,0,Married,73,18,45,Collision,CallCenter,0
1266,Basic,High School,Employed,72109,Married,105,31,34,Hail,Web,0
555,Basic,Bachelor,Employed,67798,Divorced,69,1,78,Collision,Agent,0
439,Basic,High School,Unemployed,0,Divorced,118,10,69,Collision,Branch,0
260,Basic,Bachelor,Unemployed,0,Single,74,19,50,Hail,CallCenter,1
292,Basic,College,Employed,80714,Married,72,18,12,Hail,Web,0
249,Basic,High School,Employed,38667,Married,63,9,21,Hail,Branch,0
908,Premium,Bachelor,Employed,34430,Divorced,117,16,51,Collision,Branch,0
556,Basic,High School,Employed,83576,Married,69,35,72,Scratch or Dent,Web,1
511,Basic,Bachelor,Employed,35625,Married,65,10,56,Hail,Agent,0
557,Extended,College,Employed,85718,Single,139,4,98,Collision,Branch,0
560,Basic,High School,Employed,74454,Single,71,25,29,Hail,CallCenter,1
1124,Extended,College,Employed,66146,Single,96,2,38,Other,CallCenter,0
611,Extended,High School,Unemployed,0,Single,88,18,7,Collision,Branch,0
527,Basic,Bachelor,Retired,13215,Married,74,30,17,Collision,Branch,0
275,Basic,High School,Employed,62302,Single,70,7,7,Hail,CallCenter,1
473,Extended,High School,Unemployed,0,Married,124,13,31,Hail,Web,1
888,Basic,High School,Employed,52583,Single,113,12,59,Collision,Agent,0
311,Extended,Bachelor,Disabled,22076,Single,85,30,53,Collision,Web,0
586,Basic,Bachelor,Employed,94527,Married,73,16,32,Collision,Agent,0
904,Premium,High School,Employed,34337,Married,113,20,44,Hail,Web,0
726,Premium,Master,Employed,29053,Married,181,34,52,Scratch or Dent,Web,0
1443,Basic,High School,Unemployed,0,Single,68,2,82,Collision,Branch,0
279,Basic,College,Employed,62506,Married,69,3,90,Collision,Branch,0
485,Basic,Bachelor,Unemployed,0,Married,65,7,14,Scratch or Dent,Branch,0
546,Basic,Bachelor,Employed,45404,Married,70,13,11,Other,Web,0
2651,Extended,Bachelor,Employed,28773,Single,229,14,72,Other,Web,0
314,Extended,College,Employed,24019,Married,79,14,27,Scratch or Dent,Branch,0
255,Basic,Bachelor,Unemployed,0,Single,71,6,65,Collision,Agent,0
836,Basic,College,Employed,23666,Married,104,7,76,Collision,Agent,0
384,Extended,Bachelor,Employed,36794,Single,99,0,75,Collision,Agent,0
253,Basic,Bachelor,Disabled,25163,Married,67,32,18,Hail,Branch,0
576,Basic,Doctor,Employed,66156,Married,72,11,66,Hail,Web,0
1594,Extended,Bachelor,Unemployed,0,Divorced,76,7,84,Hail,Agent,0
1255,Basic,High School,Disabled,10147,Married,67,15,52,Other,Branch,0
235,Basic,College,Unemployed,0,Divorced,64,4,61,Collision,Branch,0
494,Basic,College,Employed,95765,Married,61,14,80,Collision,Branch,0
536,Basic,College,Employed,60752,Married,67,4,19,Collision,Agent,0
374,Basic,High School,Unemployed,0,Married,104,27,13,Hail,Agent,0
249,Basic,College,Employed,31058,Married,67,5,19,Other,Branch,0
719,Extended,High School,Medical Leave,13542,Married,94,5,35,Collision,Web,0
3502,Extended,Bachelor,Employed,25270,Married,99,34,87,Hail,Agent,0
266,Basic,Bachelor,Medical Leave,24152,Married,72,17,28,Scratch or Dent,Branch,0
1220,Basic,College,Employed,60282,Married,102,23,87,Collision,Agent,0
2901,Basic,High School,Employed,40252,Divorced,104,12,60,Collision,Agent,0
387,Basic,College,Retired,28142,Married,105,18,50,Hail,Agent,0
247,Basic,High School,Employed,95697,Married,61,16,55,Hail,Agent,0
269,Basic,Bachelor,Employed,89771,Married,67,10,9,Hail,CallCenter,0
255,Basic,Master,Employed,79751,Married,63,15,67,Scratch or Dent,Web,0
495,Basic,High School,Unemployed,0,Single,69,27,56,Scratch or Dent,CallCenter,1
614,Extended,High School,Employed,45032,Married,77,13,35,Hail,Agent,0
884,Basic,Master,Employed,62277,Single,113,9,68,Scratch or Dent,CallCenter,1
952,Extended,Bachelor,Unemployed,0,Married,87,13,76,Scratch or Dent,Agent,0
288,Basic,Bachelor,Employed,40525,Married,73,3,27,Hail,Branch,0
281,Basic,High School,Employed,26004,Married,70,12,3,Scratch or Dent,Web,1
605,Extended,College,Employed,82399,Single,77,18,15,Hail,Agent,0
525,Basic,Bachelor,Employed,28909,Married,66,15,66,Collision,Agent,0
477,Extended,High School,Medical Leave,15323,Married,128,30,61,Collision,Agent,0
387,Extended,College,Employed,79628,Single,98,6,4,Other,Branch,0
338,Extended,High School,Unemployed,0,Single,97,23,38,Hail,CallCenter,1
952,Extended,College,Employed,27769,Married,121,24,78,Other,Agent,0
761,Premium,Bachelor,Medical Leave,16707,Divorced,102,9,74,Scratch or Dent,Web,1
1131,Basic,College,Unemployed,0,Single,66,4,83,Scratch or Dent,Branch,1
335,Extended,Bachelor,Employed,94395,Married,83,23,1,Hail,Web,0
268,Basic,Bachelor,Employed,84895,Married,67,24,19,Hail,CallCenter,0
4256,Basic,Master,Employed,66661,Single,119,23,41,Collision,Agent,0
209,Basic,High School,Unemployed,0,Single,62,26,30,Hail,Web,1
487,Extended,High School,Employed,31447,Married,121,12,16,Collision,Web,0
502,Extended,College,Employed,61987,Married,125,24,4,Hail,Branch,0
367,Extended,College,Employed,42460,Married,91,28,42,Collision,Agent,0
525,Premium,College,Medical Leave,12811,Married,150,27,0,Hail,CallCenter,0
1204,Basic,Bachelor,Employed,44428,Single,104,17,61,Collision,CallCenter,0
351,Extended,College,Unemployed,0,Single,97,19,18,Collision,Agent,0
382,Premium,College,Employed,25221,Married,103,10,41,Hail,Web,0
257,Basic,Bachelor,Employed,44940,Single,65,1,67,Collision,Agent,0
285,Basic,College,Employed,39192,Divorced,71,7,11,Scratch or Dent,Branch,0
729,Basic,High School,Unemployed,0,Married,68,6,50,Collision,Branch,0
1058,Extended,College,Employed,42513,Married,133,0,44,Collision,Agent,0
2314,Basic,High School,Employed,59821,Married,193,12,6,Scratch or Dent,Branch,0
461,Basic,College,Medical Leave,22571,Single,63,29,51,Hail,Web,1
394,Extended,Bachelor,Employed,60021,Married,99,12,28,Hail,Agent,0
810,Basic,High School,Employed,58172,Married,67,8,62,Hail,Web,0
417,Premium,Bachelor,Employed,58299,Married,105,24,22,Collision,Branch,0
1407,Basic,College,Employed,25275,Single,61,5,80,Scratch or Dent,Agent,0
2199,Basic,College,Employed,80807,Married,109,1,73,Hail,Branch,0
759,Basic,Bachelor,Employed,52348,Divorced,65,33,18,Scratch or Dent,Branch,0
802,Basic,Bachelor,Employed,58843,Single,68,1,96,Scratch or Dent,CallCenter,0
355,Extended,Master,Employed,58557,Married,88,4,83,Collision,Branch,0
395,Basic,Bachelor,Unemployed,0,Single,105,2,54,Scratch or Dent,Web,1
292,Basic,College,Employed,86599,Married,73,32,89,Hail,Web,0
555,Basic,Master,Employed,52984,Married,69,12,81,Collision,Web,0
533,Basic,Master,Unemployed,0,Divorced,72,18,39,Hail,Agent,0
550,Basic,High School,Unemployed,0,Married,72,33,39,Other,Agent,0
761,Extended,Bachelor,Employed,47778,Married,96,2,81,Hail,CallCenter,0
2779,Extended,Bachelor,Employed,33806,Divorced,89,32,59,Hail,Web,0
597,Extended,High School,Employed,52018,Divorced,78,17,37,Collision,Agent,0
225,Basic,Bachelor,Retired,24910,Single,63,7,63,Collision,Branch,0
1075,Extended,College,Employed,39135,Divorced,91,8,56,Collision,Agent,0
722,Extended,College,Unemployed,0,Married,97,31,58,Collision,Web,0
938,Extended,High School,Unemployed,0,Single,133,7,42,Collision,CallCenter,0
571,Extended,High School,Unemployed,0,Married,78,32,66,Scratch or Dent,Agent,0
498,Basic,Bachelor,Employed,28726,Divorced,65,13,88,Collision,Agent,0
1356,Extended,Doctor,Unemployed,0,Married,122,9,48,Collision,Agent,0
722,Extended,Master,Employed,45356,Single,90,31,30,Hail,CallCenter,0
516,Extended,High School,Employed,87050,Married,129,1,75,Other,Agent,0
1312,Premium,Bachelor,Employed,20705,Divorced,171,8,12,Collision,CallCenter,0
2987,Extended,Master,Employed,52651,Single,94,34,20,Scratch or Dent,CallCenter,0
2024,Basic,Master,Employed,55270,Married,63,35,67,Collision,Branch,0
258,Basic,College,Employed,46900,Married,66,13,59,Hail,Web,0
3956,Basic,College,Employed,60500,Married,110,27,92,Scratch or Dent,Branch,0
819,Basic,High School,Employed,43877,Married,102,26,77,Collision,Agent,0
477,Basic,Bachelor,Unemployed,0,Single,72,2,12,Scratch or Dent,CallCenter,1
847,Basic,Bachelor,Employed,58488,Divorced,73,29,15,Hail,Agent,0
472,Basic,Bachelor,Employed,29193,Married,61,0,47,Scratch or Dent,Branch,0
1048,Extended,College,Employed,61108,Divorced,89,22,93,Hail,Agent,0
330,Extended,College,Retired,23931,Single,95,4,24,Other,Web,0
500,Basic,College,Unemployed,0,Single,70,35,56,Scratch or Dent,CallCenter,1
761,Basic,College,Unemployed,0,Married,104,3,62,Collision,Branch,0
280,Basic,Bachelor,Employed,34628,Married,71,21,31,Hail,Branch,0
746,Extended,High School,Employed,74089,Married,94,13,89,Scratch or Dent,Agent,0
2177,Premium,High School,Unemployed,0,Married,290,11,18,Collision,CallCenter,0
732,Basic,College,Employed,30493,Married,62,15,56,Collision,Branch,0
744,Extended,Bachelor,Employed,89285,Married,93,17,11,Other,CallCenter,0
309,Extended,High School,Employed,92147,Married,77,25,27,Collision,Agent,0
673,Extended,Bachelor,Employed,39428,Married,84,19,80,Hail,Branch,0
2027,Basic,High School,Employed,21542,Married,103,18,37,Other,Branch,0
526,Basic,College,Unemployed,0,Divorced,72,30,26,Collision,Branch,0
856,Premium,Bachelor,Disabled,23506,Single,113,0,27,Collision,Branch,0
809,Basic,Bachelor,Employed,70811,Married,100,14,8,Scratch or Dent,Agent,0
471,Extended,Bachelor,Unemployed,0,Single,78,21,23,Other,Agent,0
427,Premium,Bachelor,Employed,82214,Married,106,11,19,Scratch or Dent,Branch,0
591,Basic,High School,Employed,71401,Married,73,15,82,Other,Agent,0
4179,Premium,High School,Employed,46587,Divorced,119,34,74,Collision,CallCenter,0
1063,Extended,High School,Employed,80046,Married,132,4,42,Hail,CallCenter,0
545,Basic,Bachelor,Employed,76389,Married,68,5,86,Collision,Web,0
704,Extended,Doctor,Employed,77235,Married,87,2,68,Hail,Branch,0
820,Basic,High School,Employed,38595,Divorced,74,5,42,Collision,Branch,0
871,Basic,College,Unemployed,0,Divorced,118,14,64,Collision,Agent,0
335,Extended,Master,Employed,55359,Married,83,28,73,Other,Branch,0
502,Basic,Master,Employed,79814,Married,62,18,50,Other,Branch,0
275,Basic,Bachelor,Employed,75277,Married,70,2,48,Hail,Agent,0
262,Basic,Bachelor,Employed,78618,Divorced,66,7,56,Collision,Agent,0
487,Basic,Doctor,Disabled,20123,Married,63,7,47,Hail,CallCenter,0
306,Extended,College,Employed,88362,Single,78,9,63,Hail,CallCenter,0
355,Basic,Bachelor,Unemployed,0,Single,116,23,14,Hail,CallCenter,1
326,Extended,College,Employed,52782,Married,85,20,61,Collision,Agent,0
510,Extended,Bachelor,Unemployed,0,Married,137,19,30,Collision,Web,0
240,Basic,High School,Retired,22283,Divorced,65,16,93,Collision,Branch,0
743,Extended,Bachelor,Employed,28848,Single,96,22,54,Scratch or Dent,Branch,0
251,Basic,Doctor,Unemployed,0,Married,64,24,1,Other,Branch,0
264,Basic,High School,Employed,54378,Married,66,16,30,Hail,CallCenter,0
497,Basic,High School,Medical Leave,21827,Married,67,18,53,Hail,Branch,0
3461,Basic,High School,Employed,20090,Married,109,10,59,Hail,Agent,0
1162,Premium,College,Employed,27750,Married,297,28,25,Collision,Branch,0
476,Basic,High School,Employed,57135,Divorced,61,25,47,Hail,Branch,0
488,Basic,Bachelor,Employed,58580,Married,61,5,53,Collision,Agent,0
433,Premium,College,Employed,60475,Married,107,9,18,Hail,Branch,0
910,Basic,College,Employed,37937,Married,116,11,42,Hail,CallCenter,0
552,Basic,Bachelor,Employed,70360,Married,69,0,66,Hail,Branch,0
1184,Premium,College,Unemployed,0,Single,119,9,74,Scratch or Dent,CallCenter,1
259,Basic,Bachelor,Employed,47509,Divorced,66,28,73,Collision,Branch,0
718,Basic,Master,Employed,27071,Divorced,183,1,85,Other,Branch,0
2789,Extended,High School,Employed,46546,Divorced,99,9,64,Collision,Branch,0
728,Basic,Bachelor,Employed,32627,Single,67,14,53,Collision,CallCenter,0
215,Basic,Bachelor,Unemployed,0,Single,65,8,50,Hail,Agent,0
433,Premium,Bachelor,Unemployed,0,Single,116,6,87,Hail,Agent,0
863,Extended,College,Unemployed,0,Married,122,19,72,Collision,Branch,0
477,Basic,Bachelor,Medical Leave,29177,Married,64,5,20,Collision,CallCenter,0
1044,Extended,College,Employed,88233,Single,88,32,22,Scratch or Dent,CallCenter,1
375,Basic,College,Unemployed,0,Single,107,17,81,Collision,CallCenter,0
662,Basic,Bachelor,Unemployed,0,Single,195,20,61,Scratch or Dent,Branch,0
382,Extended,College,Employed,79189,Married,95,20,50,Hail,Branch,0
286,Basic,Master,Employed,41077,Married,71,3,14,Collision,Agent,0
942,Basic,Bachelor,Employed,47048,Married,118,0,37,Other,CallCenter,0
877,Premium,Doctor,Employed,45484,Single,111,31,28,Collision,Agent,0
457,Basic,Master,Employed,79453,Single,115,11,47,Hail,Agent,0
1451,Basic,College,Employed,88753,Single,181,6,21,Collision,Agent,0
